purchase_id,customer_id,product_id,purchase_date,quantity
PUR01182,CUST0414,PROD0133,2024-05-22 05:16:34.158693,3
PUR01183,CUST0721,PROD0067,2023-12-18 05:16:34.158693,3
PUR01184,CUST0638,PROD0139,2024-05-16 05:16:34.158693,1
PUR01185,CUST0235,PROD0121,2024-02-29 05:16:34.158693,3
PUR01186,CUST0416,PROD0094,2023-11-21 05:16:34.158693,2
PUR01187,CUST0938,PROD0196,2024-04-18 05:16:34.158693,1
PUR01188,CUST0499,PROD0197,2023-12-27 05:16:34.158693,3
PUR01189,CUST0974,PROD0129,2024-11-06 05:16:34.158693,3
PUR01190,CUST0634,PROD0091,2024-10-04 05:16:34.158693,5
PUR01191,CUST0650,PROD0092,2024-04-26 05:16:34.158693,1
PUR01192,CUST0115,PROD0063,2024-01-20 05:16:34.158693,5
PUR01193,CUST0932,PROD0029,2024-01-16 05:16:34.158693,5
PUR01194,CUST0674,PROD0012,2023-11-26 05:16:34.158693,5
PUR01195,CUST0713,PROD0077,2024-04-01 05:16:34.158693,4
PUR01196,CUST0234,PROD0041,2024-07-05 05:16:34.158693,5
PUR01197,CUST0540,PROD0130,2024-10-28 05:16:34.158693,2
PUR01198,CUST0011,PROD0037,2024-01-17 05:16:34.158693,3
PUR01199,CUST0206,PROD0173,2024-11-02 05:16:34.158693,4
PUR01200,CUST0679,PROD0176,2024-07-04 05:16:34.158693,5
PUR01201,CUST0247,PROD0024,2024-06-23 05:16:34.158693,3
PUR01202,CUST0559,PROD0099,2024-09-17 05:16:34.158693,1
PUR01203,CUST0758,PROD0150,2023-11-09 05:16:34.158693,1
PUR01204,CUST0127,PROD0100,2023-12-17 05:16:34.158693,3
PUR01205,CUST0147,PROD0139,2023-11-16 05:16:34.158693,2
PUR01206,CUST0118,PROD0058,2024-03-17 05:16:34.158693,3
PUR01207,CUST0911,PROD0174,2024-02-25 05:16:34.158693,3
PUR01208,CUST0382,PROD0029,2024-01-22 05:16:34.158693,4
PUR01209,CUST0412,PROD0163,2024-08-13 05:16:34.158693,1
PUR01210,CUST0664,PROD0143,2024-09-13 05:16:34.158693,1
PUR01211,CUST0584,PROD0060,2024-08-03 05:16:34.158693,5
PUR01212,CUST0363,PROD0095,2024-06-10 05:16:34.158693,3
PUR01213,CUST0509,PROD0042,2024-01-02 05:16:34.158693,3
PUR01214,CUST0137,PROD0043,2024-04-02 05:16:34.158693,2
PUR01215,CUST0175,PROD0074,2024-03-07 05:16:34.158693,1
PUR01216,CUST0289,PROD0177,2024-04-09 05:16:34.158693,2
PUR01217,CUST0958,PROD0192,2024-01-08 05:16:34.158693,4
PUR01218,CUST0481,PROD0160,2023-12-01 05:16:34.158693,5
PUR01219,CUST0019,PROD0064,2024-03-08 05:16:34.158693,2
PUR01220,CUST0195,PROD0002,2024-06-08 05:16:34.158693,1
PUR01221,CUST0330,PROD0152,2024-09-29 05:16:34.158693,4
PUR01222,CUST0936,PROD0066,2024-09-20 05:16:34.158693,3
PUR01223,CUST0175,PROD0166,2024-06-28 05:16:34.158693,4
PUR01224,CUST0449,PROD0031,2023-12-09 05:16:34.158693,2
PUR01225,CUST0925,PROD0115,2024-01-02 05:16:34.158693,1
PUR01226,CUST0946,PROD0026,2024-07-19 05:16:34.158693,2
PUR01227,CUST0354,PROD0029,2024-09-07 05:16:34.158693,3
PUR01228,CUST0499,PROD0195,2024-08-07 05:16:34.158693,3
PUR01229,CUST0141,PROD0078,2023-11-15 05:16:34.158693,1
PUR01230,CUST0758,PROD0025,2024-09-25 05:16:34.158693,5
PUR01231,CUST0897,PROD0048,2024-07-27 05:16:34.158693,4
PUR01232,CUST0930,PROD0065,2024-08-27 05:16:34.158693,4
PUR01233,CUST0093,PROD0181,2024-03-09 05:16:34.158693,3
PUR01234,CUST0944,PROD0067,2024-01-19 05:16:34.158693,2
PUR01235,CUST0239,PROD0090,2024-04-04 05:16:34.158693,2
PUR01236,CUST0205,PROD0146,2024-06-13 05:16:34.158693,5
PUR01237,CUST0560,PROD0137,2023-11-07 05:16:34.158693,2
PUR01238,CUST0433,PROD0038,2024-09-16 05:16:34.158693,4
PUR01239,CUST0245,PROD0087,2024-05-05 05:16:34.158693,2
PUR01240,CUST0832,PROD0149,2024-03-09 05:16:34.158693,5
PUR01241,CUST0317,PROD0065,2024-08-25 05:16:34.158693,4
PUR01242,CUST0925,PROD0149,2024-06-07 05:16:34.158693,2
PUR01243,CUST0295,PROD0027,2024-02-10 05:16:34.158693,4
PUR01244,CUST0640,PROD0106,2024-10-12 05:16:34.158693,3
PUR01245,CUST0856,PROD0123,2024-10-14 05:16:34.158693,3
PUR01246,CUST0282,PROD0198,2023-12-20 05:16:34.158693,3
PUR01247,CUST0017,PROD0044,2024-08-01 05:16:34.158693,2
PUR01248,CUST0071,PROD0100,2024-05-09 05:16:34.158693,5
PUR01249,CUST0269,PROD0028,2023-12-11 05:16:34.158693,4
PUR01250,CUST0325,PROD0173,2024-08-02 05:16:34.158693,1
PUR01251,CUST0794,PROD0017,2024-08-11 05:16:34.158693,3
PUR01252,CUST0305,PROD0127,2024-07-23 05:16:34.158693,3
PUR01253,CUST0451,PROD0123,2024-07-23 05:16:34.158693,1
PUR01254,CUST0007,PROD0168,2024-08-16 05:16:34.158693,1
PUR01255,CUST0314,PROD0131,2023-11-17 05:16:34.158693,2
PUR01256,CUST0817,PROD0076,2024-05-24 05:16:34.158693,4
PUR01257,CUST0103,PROD0194,2024-07-04 05:16:34.158693,3
PUR01258,CUST0821,PROD0046,2023-11-29 05:16:34.158693,5
PUR01259,CUST0193,PROD0158,2024-09-27 05:16:34.158693,2
PUR01260,CUST0753,PROD0069,2024-05-23 05:16:34.158693,2
PUR01261,CUST0574,PROD0137,2024-05-16 05:16:34.158693,5
PUR01262,CUST0529,PROD0085,2024-03-15 05:16:34.158693,5
PUR01263,CUST0171,PROD0011,2023-11-15 05:16:34.158693,5
PUR01264,CUST0537,PROD0069,2024-05-07 05:16:34.158693,1
PUR01265,CUST0251,PROD0099,2023-12-11 05:16:34.158693,3
PUR01266,CUST0765,PROD0091,2024-05-01 05:16:34.158693,1
PUR01267,CUST0387,PROD0194,2024-03-09 05:16:34.158693,3
PUR01268,CUST0207,PROD0159,2024-10-08 05:16:34.158693,1
PUR01269,CUST0541,PROD0161,2024-09-23 05:16:34.158693,4
PUR01270,CUST0629,PROD0167,2023-12-30 05:16:34.158693,3
PUR01271,CUST0416,PROD0094,2024-08-30 05:16:34.158693,2
PUR01272,CUST0794,PROD0174,2024-04-25 05:16:34.158693,3
PUR01273,CUST0380,PROD0165,2024-01-14 05:16:34.158693,3
PUR01274,CUST0144,PROD0115,2023-11-29 05:16:34.158693,3
PUR01275,CUST0025,PROD0188,2024-05-05 05:16:34.158693,4
PUR01276,CUST0822,PROD0031,2024-08-12 05:16:34.158693,1
PUR01277,CUST0668,PROD0011,2024-04-28 05:16:34.158693,2
PUR01278,CUST0073,PROD0087,2024-10-01 05:16:34.158693,1
PUR01279,CUST0632,PROD0121,2024-02-04 05:16:34.158693,1
PUR01280,CUST0824,PROD0130,2024-10-22 05:16:34.158693,5
PUR01281,CUST0833,PROD0105,2024-07-01 05:16:34.158693,4
PUR01282,CUST0093,PROD0027,2024-10-28 05:16:34.158693,5
PUR01283,CUST0505,PROD0002,2024-07-09 05:16:34.158693,4
PUR01284,CUST0598,PROD0103,2024-09-25 05:16:34.158693,1
PUR01285,CUST0336,PROD0101,2024-02-08 05:16:34.158693,1
PUR01286,CUST0425,PROD0021,2024-01-15 05:16:34.158693,4
PUR01287,CUST0499,PROD0058,2023-12-09 05:16:34.158693,1
PUR01288,CUST0364,PROD0133,2024-06-28 05:16:34.158693,1
PUR01289,CUST0947,PROD0180,2023-11-25 05:16:34.158693,2
PUR01290,CUST0630,PROD0173,2024-04-05 05:16:34.158693,5
PUR01291,CUST0745,PROD0085,2024-02-18 05:16:34.158693,5
PUR01292,CUST0199,PROD0093,2023-11-29 05:16:34.158693,5
PUR01293,CUST0718,PROD0020,2024-02-17 05:16:34.158693,3
PUR01294,CUST0413,PROD0061,2023-11-28 05:16:34.158693,2
PUR01295,CUST0339,PROD0038,2024-04-16 05:16:34.158693,5
PUR01296,CUST0659,PROD0148,2024-04-13 05:16:34.158693,5
PUR01297,CUST0962,PROD0025,2024-07-27 05:16:34.158693,2
PUR01298,CUST0937,PROD0130,2024-05-28 05:16:34.158693,1
PUR01299,CUST0429,PROD0121,2024-08-11 05:16:34.158693,5
PUR01300,CUST0783,PROD0160,2024-07-06 05:16:34.158693,1
PUR01301,CUST0899,PROD0026,2024-03-15 05:16:34.158693,5
PUR01302,CUST0139,PROD0198,2023-11-25 05:16:34.158693,4
PUR01303,CUST0693,PROD0169,2024-10-03 05:16:34.158693,3
PUR01304,CUST0942,PROD0067,2024-02-12 05:16:34.158693,5
PUR01305,CUST0542,PROD0001,2024-04-01 05:16:34.158693,4
PUR01306,CUST0057,PROD0051,2024-05-07 05:16:34.158693,2
PUR01307,CUST0232,PROD0005,2023-12-01 05:16:34.158693,4
PUR01308,CUST0658,PROD0013,2024-10-07 05:16:34.158693,2
PUR01309,CUST0435,PROD0147,2024-04-24 05:16:34.158693,5
PUR01310,CUST0384,PROD0140,2024-03-25 05:16:34.158693,2
PUR01311,CUST0560,PROD0048,2024-01-09 05:16:34.158693,4
PUR01312,CUST0194,PROD0153,2024-05-13 05:16:34.158693,3
PUR01313,CUST0736,PROD0057,2024-06-17 05:16:34.158693,1
PUR01314,CUST0648,PROD0115,2024-05-29 05:16:34.158693,1
PUR01315,CUST0534,PROD0035,2024-06-19 05:16:34.158693,3
PUR01316,CUST0518,PROD0076,2024-05-22 05:16:34.158693,1
PUR01317,CUST0716,PROD0094,2024-04-28 05:16:34.158693,5
PUR01318,CUST0751,PROD0005,2024-02-10 05:16:34.158693,5
PUR01319,CUST0185,PROD0022,2024-07-18 05:16:34.158693,4
PUR01320,CUST0872,PROD0103,2024-10-26 05:16:34.158693,4
PUR01321,CUST0292,PROD0185,2024-07-18 05:16:34.158693,2
PUR01322,CUST0335,PROD0175,2024-05-13 05:16:34.158693,4
PUR01323,CUST0732,PROD0182,2024-07-29 05:16:34.158693,5
PUR01324,CUST0116,PROD0131,2024-03-22 05:16:34.158693,4
PUR01325,CUST0825,PROD0124,2023-12-19 05:16:34.158693,1
PUR01326,CUST0049,PROD0053,2024-06-11 05:16:34.158693,2
PUR01327,CUST0685,PROD0159,2023-12-17 05:16:34.158693,2
PUR01328,CUST0082,PROD0069,2024-06-14 05:16:34.158693,5
PUR01329,CUST0834,PROD0104,2024-09-10 05:16:34.158693,4
PUR01330,CUST0333,PROD0161,2024-02-07 05:16:34.158693,1
PUR01331,CUST0557,PROD0200,2024-08-12 05:16:34.158693,4
PUR01332,CUST0335,PROD0178,2024-04-05 05:16:34.158693,3
PUR01333,CUST0532,PROD0016,2024-04-19 05:16:34.158693,4
PUR01334,CUST0960,PROD0116,2023-12-29 05:16:34.158693,5
PUR01335,CUST0221,PROD0076,2023-12-17 05:16:34.158693,4
PUR01336,CUST0635,PROD0109,2024-04-22 05:16:34.158693,2
PUR01337,CUST0746,PROD0039,2024-10-10 05:16:34.158693,1
PUR01338,CUST0733,PROD0089,2024-04-06 05:16:34.158693,5
PUR01339,CUST0323,PROD0174,2024-04-11 05:16:34.158693,3
PUR01340,CUST0851,PROD0112,2024-06-22 05:16:34.158693,1
PUR01341,CUST0003,PROD0047,2024-09-10 05:16:34.158693,1
PUR01342,CUST0694,PROD0172,2024-06-12 05:16:34.158693,2
PUR01343,CUST0206,PROD0137,2024-01-31 05:16:34.158693,2
PUR01344,CUST0832,PROD0128,2024-10-25 05:16:34.158693,2
PUR01345,CUST0040,PROD0178,2024-06-21 05:16:34.158693,5
PUR01346,CUST0059,PROD0077,2024-05-04 05:16:34.158693,4
PUR01347,CUST0951,PROD0188,2024-06-22 05:16:34.158693,1
PUR01348,CUST0574,PROD0015,2023-11-28 05:16:34.158693,4
PUR01349,CUST0644,PROD0036,2024-05-05 05:16:34.158693,4
PUR01350,CUST0507,PROD0063,2024-09-16 05:16:34.158693,2
PUR01351,CUST0572,PROD0069,2024-06-16 05:16:34.158693,4
PUR01352,CUST0884,PROD0169,2024-03-26 05:16:34.158693,1
PUR01353,CUST0843,PROD0074,2024-09-29 05:16:34.158693,1
PUR01354,CUST0122,PROD0024,2023-12-06 05:16:34.158693,3
PUR01355,CUST0479,PROD0049,2023-12-15 05:16:34.158693,5
PUR01356,CUST0619,PROD0146,2024-10-15 05:16:34.158693,4
PUR01357,CUST0096,PROD0007,2024-09-28 05:16:34.158693,5
PUR01358,CUST0859,PROD0004,2024-06-01 05:16:34.158693,5
PUR01359,CUST0414,PROD0090,2024-05-11 05:16:34.158693,5
PUR01360,CUST0235,PROD0197,2024-07-26 05:16:34.158693,5
PUR01361,CUST0898,PROD0060,2024-10-19 05:16:34.158693,1
PUR01362,CUST0062,PROD0055,2024-01-27 05:16:34.158693,4
PUR01363,CUST0256,PROD0016,2023-11-22 05:16:34.158693,3
PUR01364,CUST0561,PROD0029,2024-01-19 05:16:34.158693,5
PUR01365,CUST0905,PROD0151,2024-09-13 05:16:34.158693,3
PUR01366,CUST0348,PROD0014,2024-10-19 05:16:34.158693,1
PUR01367,CUST0671,PROD0079,2024-06-18 05:16:34.158693,1
PUR01368,CUST0124,PROD0177,2023-11-24 05:16:34.158693,2
PUR01369,CUST0482,PROD0033,2024-01-10 05:16:34.158693,5
PUR01370,CUST0317,PROD0153,2023-12-11 05:16:34.158693,2
PUR01371,CUST0504,PROD0021,2024-03-06 05:16:34.158693,3
PUR01372,CUST0719,PROD0145,2024-10-02 05:16:34.158693,4
PUR01373,CUST0048,PROD0023,2024-05-12 05:16:34.158693,2
PUR01374,CUST0409,PROD0057,2024-05-10 05:16:34.158693,1
PUR01375,CUST0932,PROD0186,2024-05-21 05:16:34.158693,5
PUR01376,CUST0136,PROD0142,2024-08-23 05:16:34.158693,3
PUR01377,CUST0201,PROD0093,2023-11-23 05:16:34.158693,1
PUR01378,CUST0250,PROD0020,2024-09-11 05:16:34.158693,4
PUR01379,CUST0314,PROD0158,2024-01-24 05:16:34.158693,5
PUR01380,CUST0869,PROD0019,2024-10-19 05:16:34.158693,4
PUR01381,CUST0368,PROD0181,2024-06-24 05:16:34.158693,4
PUR01382,CUST0429,PROD0103,2024-05-14 05:16:34.158693,5
PUR01383,CUST0830,PROD0184,2024-05-15 05:16:34.158693,5
PUR01384,CUST0807,PROD0077,2024-06-21 05:16:34.158693,4
PUR01385,CUST0480,PROD0151,2023-12-16 05:16:34.158693,3
PUR01386,CUST0314,PROD0190,2024-08-26 05:16:34.158693,5
PUR01387,CUST0500,PROD0033,2024-01-16 05:16:34.158693,1
PUR01388,CUST0721,PROD0018,2024-08-04 05:16:34.158693,2
PUR01389,CUST0355,PROD0073,2024-05-12 05:16:34.158693,3
PUR01390,CUST0485,PROD0161,2024-05-28 05:16:34.158693,5
PUR01391,CUST0211,PROD0160,2024-04-15 05:16:34.158693,5
PUR01392,CUST0704,PROD0189,2024-10-04 05:16:34.158693,3
PUR01393,CUST0044,PROD0182,2024-03-28 05:16:34.158693,2
PUR01394,CUST0541,PROD0017,2024-03-13 05:16:34.158693,4
PUR01395,CUST0571,PROD0019,2024-01-04 05:16:34.158693,1
PUR01396,CUST0583,PROD0070,2023-11-20 05:16:34.158693,5
PUR01397,CUST0092,PROD0120,2024-02-10 05:16:34.158693,2
PUR01398,CUST0265,PROD0101,2024-07-19 05:16:34.158693,1
PUR01399,CUST0895,PROD0034,2024-07-29 05:16:34.158693,3
PUR01400,CUST0220,PROD0084,2024-05-23 05:16:34.158693,5
PUR01401,CUST0902,PROD0153,2024-08-20 05:16:34.158693,4
PUR01402,CUST0925,PROD0196,2024-01-06 05:16:34.158693,3
PUR01403,CUST0442,PROD0074,2024-03-20 05:16:34.158693,5
PUR01404,CUST0401,PROD0088,2024-03-19 05:16:34.158693,2
PUR01405,CUST0400,PROD0085,2024-11-01 05:16:34.158693,1
PUR01406,CUST0727,PROD0011,2024-06-22 05:16:34.158693,1
PUR01407,CUST0991,PROD0091,2024-02-24 05:16:34.158693,5
PUR01408,CUST0899,PROD0144,2024-09-15 05:16:34.158693,3
PUR01409,CUST0789,PROD0189,2024-04-01 05:16:34.158693,4
PUR01410,CUST0576,PROD0127,2024-10-27 05:16:34.158693,2
PUR01411,CUST0858,PROD0113,2024-07-15 05:16:34.158693,5
PUR01412,CUST0804,PROD0080,2024-02-17 05:16:34.158693,2
PUR01413,CUST0490,PROD0007,2024-01-08 05:16:34.158693,1
PUR01414,CUST0485,PROD0016,2024-01-15 05:16:34.158693,4
PUR01415,CUST0757,PROD0016,2023-12-14 05:16:34.158693,2
PUR01416,CUST0470,PROD0168,2024-06-25 05:16:34.158693,5
PUR01417,CUST0574,PROD0012,2024-02-03 05:16:34.158693,4
PUR01418,CUST0938,PROD0035,2024-11-06 05:16:34.158693,3
PUR01419,CUST0844,PROD0021,2024-06-21 05:16:34.158693,5
PUR01420,CUST0682,PROD0178,2023-12-21 05:16:34.158693,2
PUR01421,CUST0445,PROD0171,2024-10-21 05:16:34.158693,4
PUR01422,CUST0269,PROD0017,2024-04-18 05:16:34.158693,5
PUR01423,CUST0267,PROD0032,2024-10-13 05:16:34.158693,4
PUR01424,CUST0054,PROD0041,2024-05-02 05:16:34.158693,4
PUR01425,CUST0528,PROD0134,2024-11-04 05:16:34.158693,4
PUR01426,CUST0520,PROD0027,2023-12-10 05:16:34.158693,2
PUR01427,CUST0616,PROD0148,2024-08-14 05:16:34.158693,5
PUR01428,CUST0059,PROD0153,2024-08-10 05:16:34.158693,1
PUR01429,CUST0825,PROD0066,2024-04-03 05:16:34.158693,1
PUR01430,CUST0040,PROD0137,2024-04-08 05:16:34.158693,2
PUR01431,CUST0237,PROD0092,2024-01-26 05:16:34.158693,2
PUR01432,CUST0955,PROD0181,2024-11-05 05:16:34.158693,4
PUR01433,CUST0386,PROD0061,2024-11-04 05:16:34.158693,5
PUR01434,CUST0606,PROD0166,2024-10-30 05:16:34.158693,5
PUR01435,CUST0734,PROD0003,2024-09-28 05:16:34.158693,3
PUR01436,CUST0716,PROD0198,2024-02-04 05:16:34.158693,3
PUR01437,CUST0650,PROD0103,2024-05-10 05:16:34.158693,1
PUR01438,CUST0300,PROD0055,2024-07-24 05:16:34.158693,3
PUR01439,CUST0395,PROD0001,2024-02-29 05:16:34.158693,3
PUR01440,CUST0207,PROD0101,2024-01-08 05:16:34.158693,1
PUR01441,CUST0336,PROD0198,2024-02-17 05:16:34.158693,1
PUR01442,CUST0593,PROD0045,2024-01-17 05:16:34.158693,3
PUR01443,CUST0730,PROD0175,2024-03-07 05:16:34.158693,5
PUR01444,CUST0514,PROD0026,2024-07-16 05:16:34.158693,3
PUR01445,CUST0178,PROD0121,2023-11-20 05:16:34.158693,4
PUR01446,CUST0396,PROD0142,2024-05-09 05:16:34.158693,4
PUR01447,CUST0371,PROD0182,2024-08-16 05:16:34.158693,4
PUR01448,CUST0858,PROD0199,2024-08-26 05:16:34.158693,2
PUR01449,CUST0791,PROD0046,2024-05-13 05:16:34.158693,4
PUR01450,CUST0658,PROD0122,2024-07-03 05:16:34.158693,5
PUR01451,CUST0318,PROD0031,2024-08-15 05:16:34.158693,2
PUR01452,CUST0736,PROD0059,2024-01-12 05:16:34.158693,2
PUR01453,CUST0369,PROD0029,2024-09-15 05:16:34.158693,4
PUR01454,CUST0384,PROD0106,2023-12-21 05:16:34.158693,3
PUR01455,CUST0062,PROD0017,2023-12-10 05:16:34.158693,1
PUR01456,CUST0806,PROD0142,2024-04-13 05:16:34.158693,3
PUR01457,CUST0505,PROD0164,2024-05-28 05:16:34.158693,3
PUR01458,CUST0239,PROD0186,2024-07-09 05:16:34.158693,2
PUR01459,CUST0195,PROD0024,2024-08-02 05:16:34.158693,2
PUR01460,CUST0678,PROD0109,2024-06-04 05:16:34.158693,2
PUR01461,CUST0963,PROD0191,2024-06-03 05:16:34.158693,5
PUR01462,CUST0222,PROD0091,2024-08-27 05:16:34.158693,5
PUR01463,CUST0061,PROD0025,2023-12-14 05:16:34.158693,1
PUR01464,CUST0129,PROD0187,2024-01-10 05:16:34.158693,2
PUR01465,CUST0990,PROD0032,2024-04-17 05:16:34.158693,4
PUR01466,CUST0685,PROD0116,2024-09-30 05:16:34.158693,2
PUR01467,CUST0992,PROD0082,2023-12-14 05:16:34.158693,5
PUR01468,CUST0156,PROD0110,2024-06-24 05:16:34.158693,2
PUR01469,CUST0917,PROD0146,2024-07-02 05:16:34.158693,5
PUR01470,CUST0378,PROD0037,2024-10-20 05:16:34.158693,2
PUR01471,CUST0622,PROD0026,2024-07-28 05:16:34.158693,4
PUR01472,CUST0781,PROD0137,2024-05-01 05:16:34.158693,1
PUR01473,CUST0923,PROD0064,2024-01-11 05:16:34.158693,4
PUR01474,CUST0868,PROD0072,2024-08-15 05:16:34.158693,5
PUR01475,CUST0903,PROD0148,2024-09-29 05:16:34.158693,3
PUR01476,CUST0790,PROD0182,2024-09-02 05:16:34.158693,4
PUR01477,CUST0586,PROD0106,2024-02-08 05:16:34.158693,2
PUR01478,CUST0999,PROD0086,2024-01-12 05:16:34.158693,1
PUR01479,CUST0437,PROD0158,2024-06-15 05:16:34.158693,2
PUR01480,CUST0975,PROD0053,2024-07-21 05:16:34.158693,2
PUR01481,CUST0207,PROD0092,2023-12-05 05:16:34.158693,4
PUR01482,CUST0388,PROD0099,2024-01-09 05:16:34.158693,1
PUR01483,CUST0480,PROD0191,2024-07-29 05:16:34.158693,3
PUR01484,CUST0791,PROD0011,2024-01-24 05:16:34.158693,2
PUR01485,CUST0887,PROD0031,2024-04-10 05:16:34.158693,1
PUR01486,CUST0838,PROD0177,2024-01-30 05:16:34.158693,3
PUR01487,CUST0984,PROD0100,2024-01-28 05:16:34.158693,2
PUR01488,CUST0340,PROD0087,2024-04-20 05:16:34.158693,1
PUR01489,CUST0869,PROD0147,2024-11-04 05:16:34.158693,4
PUR01490,CUST0340,PROD0140,2024-03-01 05:16:34.158693,2
PUR01491,CUST0204,PROD0015,2024-05-02 05:16:34.158693,2
PUR01492,CUST0161,PROD0159,2024-07-29 05:16:34.158693,1
PUR01493,CUST0540,PROD0171,2024-03-31 05:16:34.158693,2
PUR01494,CUST0392,PROD0101,2023-12-17 05:16:34.158693,3
PUR01495,CUST0769,PROD0165,2024-03-14 05:16:34.158693,2
PUR01496,CUST0677,PROD0029,2024-02-15 05:16:34.158693,5
PUR01497,CUST0575,PROD0114,2024-09-27 05:16:34.158693,3
PUR01498,CUST0534,PROD0107,2024-08-15 05:16:34.158693,1
PUR01499,CUST0070,PROD0154,2024-03-26 05:16:34.158693,3
PUR01500,CUST0893,PROD0108,2024-01-10 05:16:34.158693,5
PUR01501,CUST0405,PROD0130,2024-09-22 05:16:34.158693,5
PUR01502,CUST0608,PROD0084,2024-04-10 05:16:34.158693,2
PUR01503,CUST0675,PROD0015,2024-09-16 05:16:34.158693,2
PUR01504,CUST0591,PROD0132,2024-08-06 05:16:34.158693,4
PUR01505,CUST0517,PROD0050,2023-12-24 05:16:34.158693,3
PUR01506,CUST0828,PROD0166,2024-07-21 05:16:34.158693,4
PUR01507,CUST0120,PROD0023,2024-09-30 05:16:34.158693,5
PUR01508,CUST0814,PROD0059,2024-02-01 05:16:34.158693,2
PUR01509,CUST0690,PROD0090,2024-09-05 05:16:34.158693,2
PUR01510,CUST0688,PROD0115,2024-08-30 05:16:34.158693,2
PUR01511,CUST0902,PROD0075,2024-01-24 05:16:34.158693,1
PUR01512,CUST0217,PROD0156,2024-02-02 05:16:34.158693,5
PUR01513,CUST0056,PROD0194,2024-10-09 05:16:34.158693,2
PUR01514,CUST0366,PROD0123,2024-09-21 05:16:34.158693,5
PUR01515,CUST0699,PROD0136,2024-09-11 05:16:34.158693,2
PUR01516,CUST0504,PROD0157,2024-04-27 05:16:34.158693,3
PUR01517,CUST0744,PROD0139,2024-08-21 05:16:34.158693,5
PUR01518,CUST0767,PROD0018,2023-11-28 05:16:34.158693,4
PUR01519,CUST0925,PROD0183,2023-11-21 05:16:34.158693,1
PUR01520,CUST0455,PROD0050,2023-12-18 05:16:34.158693,4
PUR01521,CUST0104,PROD0142,2023-11-30 05:16:34.158693,5
PUR01522,CUST0077,PROD0118,2024-09-30 05:16:34.158693,2
PUR01523,CUST0230,PROD0137,2024-08-28 05:16:34.158693,5
PUR01524,CUST0914,PROD0139,2024-03-21 05:16:34.158693,1
PUR01525,CUST0258,PROD0191,2024-10-05 05:16:34.158693,5
PUR01526,CUST0264,PROD0108,2024-02-22 05:16:34.158693,2
PUR01527,CUST0331,PROD0067,2024-08-25 05:16:34.158693,4
PUR01528,CUST0993,PROD0181,2024-06-07 05:16:34.158693,3
PUR01529,CUST0182,PROD0167,2024-09-18 05:16:34.158693,4
PUR01530,CUST0893,PROD0078,2024-09-29 05:16:34.158693,2
PUR01531,CUST0768,PROD0184,2023-11-22 05:16:34.158693,2
PUR01532,CUST0550,PROD0156,2024-07-18 05:16:34.158693,1
PUR01533,CUST0688,PROD0075,2024-09-23 05:16:34.158693,5
PUR01534,CUST0027,PROD0039,2024-08-12 05:16:34.158693,5
PUR01535,CUST0276,PROD0025,2024-04-03 05:16:34.158693,4
PUR01536,CUST0652,PROD0021,2024-09-30 05:16:34.158693,3
PUR01537,CUST0299,PROD0138,2024-04-09 05:16:34.158693,3
PUR01538,CUST0957,PROD0171,2024-07-11 05:16:34.158693,1
PUR01539,CUST0799,PROD0015,2024-03-11 05:16:34.158693,2
PUR01540,CUST0091,PROD0048,2024-10-22 05:16:34.158693,1
PUR01541,CUST0480,PROD0086,2024-06-01 05:16:34.158693,5
PUR01542,CUST0573,PROD0149,2024-04-07 05:16:34.158693,2
PUR01543,CUST0458,PROD0188,2024-06-26 05:16:34.158693,1
PUR01544,CUST0451,PROD0116,2023-12-14 05:16:34.158693,4
PUR01545,CUST0365,PROD0050,2024-10-24 05:16:34.158693,5
PUR01546,CUST0859,PROD0151,2023-12-07 05:16:34.158693,3
PUR01547,CUST0675,PROD0141,2024-01-26 05:16:34.158693,1
PUR01548,CUST0351,PROD0069,2024-06-19 05:16:34.158693,5
PUR01549,CUST0655,PROD0004,2024-06-06 05:16:34.158693,5
PUR01550,CUST0400,PROD0078,2024-07-11 05:16:34.158693,3
PUR01551,CUST0253,PROD0200,2024-07-01 05:16:34.158693,3
PUR01552,CUST0781,PROD0009,2024-02-19 05:16:34.158693,3
PUR01553,CUST0881,PROD0121,2024-04-29 05:16:34.158693,1
PUR01554,CUST0803,PROD0115,2024-09-12 05:16:34.158693,3
PUR01555,CUST0459,PROD0163,2024-01-19 05:16:34.158693,4
PUR01556,CUST0699,PROD0101,2024-04-15 05:16:34.158693,5
PUR01557,CUST0917,PROD0149,2024-04-18 05:16:34.158693,3
PUR01558,CUST0499,PROD0186,2024-05-01 05:16:34.158693,5
PUR01559,CUST0950,PROD0146,2024-05-29 05:16:34.158693,2
PUR01560,CUST0971,PROD0097,2024-01-12 05:16:34.158693,2
PUR01561,CUST0926,PROD0200,2024-05-14 05:16:34.158693,3
PUR01562,CUST0508,PROD0081,2024-07-27 05:16:34.158693,5
PUR01563,CUST0304,PROD0043,2024-08-20 05:16:34.158693,2
PUR01564,CUST0501,PROD0095,2023-12-31 05:16:34.158693,3
PUR01565,CUST0803,PROD0006,2024-04-18 05:16:34.158693,5
PUR01566,CUST0598,PROD0067,2024-03-09 05:16:34.158693,3
PUR01567,CUST0166,PROD0140,2024-07-02 05:16:34.158693,5
PUR01568,CUST0415,PROD0100,2024-01-08 05:16:34.158693,2
PUR01569,CUST0462,PROD0012,2024-03-22 05:16:34.158693,3
